Date reported,Generation,Group,Subgroup,Number of errors,Special training
1948,28,Control,Control,24,0
1948,28,Control,Control,25,0
1948,28,Control,Control,25,0
1948,28,Control,Control,26,0
1948,28,Control,Control,27,0
1948,28,Control,Control,27,0
1948,28,Control,Control,28,0
1948,28,Control,Control,28,0
1948,28,Control,Control,30,0
1948,28,Control,Control,33,0
1948,28,Control,Control,34,0
1948,28,Control,Control,36,0
1948,28,Control,Control,39,0
1948,28,Control,Control,39,0
1948,28,Control,Control,41,0
1948,28,Control,Control,41,0
1948,28,Control,Control,43,0
1948,28,Control,Control,53,0
1948,28,Control,Control,79,0
1948,28,Control,Control,101,0
1948,28,Control,Control,151,1
1948,29,Trained,Trained,0,0
1948,29,Trained,Trained,1,0
1948,29,Trained,Trained,4,0
1948,29,Trained,Trained,5,0
1948,29,Trained,Trained,5,0
1948,29,Trained,Trained,6,0
1948,29,Trained,Trained,7,0
1948,29,Trained,Trained,13,0
1948,29,Trained,Trained,13,0
1948,29,Trained,Trained,13,0
1948,29,Trained,Trained,13,0
1948,29,Trained,Trained,14,0
1948,29,Trained,Trained,16,0
1948,29,Trained,Trained,16,0
1948,29,Trained,Trained,17,0
1948,29,Trained,Trained,18,0
1948,29,Trained,Trained,20,0
1948,29,Trained,Trained,20,0
1948,29,Trained,Trained,20,0
1948,29,Trained,Trained,21,0
1948,29,Trained,Trained,21,0
1948,29,Trained,Trained,21,0
1948,29,Trained,Trained,22,0
1948,29,Trained,Trained,22,0
1948,29,Trained,Trained,22,0
1948,29,Trained,Trained,23,0
1948,29,Trained,Trained,24,0
1948,29,Trained,Trained,24,0
1948,29,Trained,Trained,24,0
1948,29,Trained,Trained,25,0
1948,29,Trained,Trained,25,0
1948,29,Trained,Trained,26,0
1948,29,Trained,Trained,26,0
1948,29,Trained,Trained,27,0
1948,29,Trained,Trained,28,0
1948,29,Trained,Trained,32,0
1948,29,Trained,Trained,35,0
1948,29,Trained,Trained,36,0
1948,29,Trained,Trained,37,0
1948,29,Trained,Trained,37,0
1948,29,Trained,Trained,38,0
1948,29,Trained,Trained,42,0
1948,29,Trained,Trained,44,0
1948,29,Trained,Trained,45,0
1948,29,Trained,Trained,46,0
1948,29,Trained,Trained,47,0
1948,29,Trained,Trained,50,0
1948,29,Trained,Trained,50,0
1948,29,Trained,Trained,52,0
1948,29,Control,Control,1,0
1948,29,Control,Control,1,0
1948,29,Control,Control,4,0
1948,29,Control,Control,4,0
1948,29,Control,Control,5,0
1948,29,Control,Control,5,0
1948,29,Control,Control,6,0
1948,29,Control,Control,7,0
1948,29,Control,Control,10,0
1948,29,Control,Control,10,0
1948,29,Control,Control,10,0
1948,29,Control,Control,11,0
1948,29,Control,Control,12,0
1948,29,Control,Control,12,0
1948,29,Control,Control,13,0
1948,29,Control,Control,13,0
1948,29,Control,Control,13,0
1948,29,Control,Control,13,0
1948,29,Control,Control,15,0
1948,29,Control,Control,15,0
1948,29,Control,Control,16,0
1948,29,Control,Control,17,0
1948,29,Control,Control,19,0
1948,29,Control,Control,20,0
1948,29,Control,Control,21,0
1948,29,Control,Control,22,0
1948,29,Control,Control,26,0
1948,29,Control,Control,26,0
1948,29,Control,Control,26,0
1948,29,Control,Control,26,0
1948,29,Control,Control,26,0
1948,29,Control,Control,27,0
1948,29,Control,Control,27,0
1948,29,Control,Control,28,0
1948,29,Control,Control,29,0
1948,29,Control,Control,29,0
1948,29,Control,Control,30,0
1948,29,Control,Control,30,0
1948,29,Control,Control,30,0
1948,29,Control,Control,33,0
1948,29,Control,Control,38,0
1948,29,Control,Control,40,0
1948,29,Control,Control,41,0
1948,29,Control,Control,41,0
1948,29,Control,Control,45,0
1948,29,Control,Control,45,0
1948,29,Control,Control,77,0
1948,29,Control,Control,141,0
1948,29,Control,Control,151,1
1948,29,Control,Control,151,1
1948,30,Trained,Trained,0,0
1948,30,Trained,Trained,1,0
1948,30,Trained,Trained,3,0
1948,30,Trained,Trained,3,0
1948,30,Trained,Trained,3,0
1948,30,Trained,Trained,3,0
1948,30,Trained,Trained,5,0
1948,30,Trained,Trained,8,0
1948,30,Trained,Trained,8,0
1948,30,Trained,Trained,9,0
1948,30,Trained,Trained,9,0
1948,30,Trained,Trained,9,0
1948,30,Trained,Trained,12,0
1948,30,Trained,Trained,13,0
1948,30,Trained,Trained,15,0
1948,30,Trained,Trained,18,0
1948,30,Trained,Trained,21,0
1948,30,Trained,Trained,22,0
1948,30,Trained,Trained,25,0
1948,30,Trained,Trained,25,0
1948,30,Trained,Trained,28,0
1948,30,Trained,Trained,37,0
1948,30,Trained,Trained,75,0
1948,30,Trained,Trained,150,0
1948,30,Trained,Trained,151,1
1948,30,Control,Control,5,0
1948,30,Control,Control,9,0
1948,30,Control,Control,9,0
1948,30,Control,Control,10,0
1948,30,Control,Control,10,0
1948,30,Control,Control,13,0
1948,30,Control,Control,14,0
1948,30,Control,Control,16,0
1948,30,Control,Control,16,0
1948,30,Control,Control,19,0
1948,30,Control,Control,21,0
1948,30,Control,Control,22,0
1948,30,Control,Control,22,0
1948,30,Control,Control,23,0
1948,30,Control,Control,27,0
1948,30,Control,Control,28,0
1948,30,Control,Control,30,0
1948,30,Control,Control,37,0
1948,30,Control,Control,51,0
1948,30,Control,Control,66,0
1948,30,Control,Control,93,0
1948,30,Control,Control,102,0
1948,30,Control,Control,103,0
1948,30,Control,Control,135,0
1948,31,Trained,Trained,4,0
1948,31,Trained,Trained,5,0
1948,31,Trained,Trained,5,0
1948,31,Trained,Trained,5,0
1948,31,Trained,Trained,6,0
1948,31,Trained,Trained,6,0
1948,31,Trained,Trained,8,0
1948,31,Trained,Trained,9,0
1948,31,Trained,Trained,12,0
1948,31,Trained,Trained,15,0
1948,31,Trained,Trained,15,0
1948,31,Trained,Trained,16,0
1948,31,Trained,Trained,16,0
1948,31,Trained,Trained,17,0
1948,31,Trained,Trained,17,0
1948,31,Trained,Trained,17,0
1948,31,Trained,Trained,19,0
1948,31,Trained,Trained,20,0
1948,31,Trained,Trained,21,0
1948,31,Trained,Trained,21,0
1948,31,Trained,Trained,22,0
1948,31,Trained,Trained,23,0
1948,31,Trained,Trained,25,0
1948,31,Trained,Trained,25,0
1948,31,Trained,Trained,27,0
1948,31,Trained,Trained,30,0
1948,31,Trained,Trained,30,0
1948,31,Trained,Trained,31,0
1948,31,Trained,Trained,33,0
1948,31,Trained,Trained,35,0
1948,31,Trained,Trained,36,0
1948,31,Trained,Trained,36,0
1948,31,Trained,Trained,37,0
1948,31,Trained,Trained,39,0
1948,31,Trained,Trained,41,0
1948,31,Trained,Trained,151,0
1948,31,Control,Control,4,0
1948,31,Control,Control,5,0
1948,31,Control,Control,5,0
1948,31,Control,Control,6,0
1948,31,Control,Control,8,0
1948,31,Control,Control,9,0
1948,31,Control,Control,12,0
1948,31,Control,Control,14,0
1948,31,Control,Control,17,0
1948,31,Control,Control,20,0
1948,31,Control,Control,21,0
1948,31,Control,Control,22,0
1948,31,Control,Control,23,0
1948,31,Control,Control,25,0
1948,31,Control,Control,26,0
1948,31,Control,Control,28,0
1948,31,Control,Control,28,0
1948,31,Control,Control,31,0
1948,31,Control,Control,33,0
1948,31,Control,Control,35,0
1948,31,Control,Control,37,0
1948,31,Control,Control,42,0
1948,31,Control,Control,44,0
1948,31,Control,Control,66,0
1948,31,Control,Control,76,0
1948,31,Control,Control,151,1
1948,32,Trained,Trained,2,0
1948,32,Trained,Trained,4,0
1948,32,Trained,Trained,4,0
1948,32,Trained,Trained,6,0
1948,32,Trained,Trained,7,0
1948,32,Trained,Trained,7,0
1948,32,Trained,Trained,9,0
1948,32,Trained,Trained,12,0
1948,32,Trained,Trained,13,0
1948,32,Trained,Trained,13,0
1948,32,Trained,Trained,13,0
1948,32,Trained,Trained,14,0
1948,32,Trained,Trained,14,0
1948,32,Trained,Trained,15,0
1948,32,Trained,Trained,15,0
1948,32,Trained,Trained,15,0
1948,32,Trained,Trained,17,0
1948,32,Trained,Trained,18,0
1948,32,Trained,Trained,18,0
1948,32,Trained,Trained,18,0
1948,32,Trained,Trained,19,0
1948,32,Trained,Trained,20,0
1948,32,Trained,Trained,20,0
1948,32,Trained,Trained,21,0
1948,32,Trained,Trained,21,0
1948,32,Trained,Trained,22,0
1948,32,Trained,Trained,22,0
1948,32,Trained,Trained,22,0
1948,32,Trained,Trained,22,0
1948,32,Trained,Trained,23,0
1948,32,Trained,Trained,24,0
1948,32,Trained,Trained,24,0
1948,32,Trained,Trained,27,0
1948,32,Trained,Trained,28,0
1948,32,Trained,Trained,28,0
1948,32,Trained,Trained,28,0
1948,32,Trained,Trained,28,0
1948,32,Trained,Trained,28,0
1948,32,Trained,Trained,29,0
1948,32,Trained,Trained,36,0
1948,32,Trained,Trained,37,0
1948,32,Trained,Trained,41,0
1948,32,Trained,Trained,41,0
1948,32,Trained,Trained,46,0
1948,32,Trained,Trained,52,0
1948,32,Trained,Trained,54,0
1948,32,Trained,Trained,59,0
1948,32,Trained,Trained,89,0
1948,32,Trained,Trained,151,1
1948,32,Trained,Trained,151,1
1948,32,Control,Control,4,0
1948,32,Control,Control,4,0
1948,32,Control,Control,5,0
1948,32,Control,Control,6,0
1948,32,Control,Control,6,0
1948,32,Control,Control,7,0
1948,32,Control,Control,7,0
1948,32,Control,Control,7,0
1948,32,Control,Control,8,0
1948,32,Control,Control,9,0
1948,32,Control,Control,10,0
1948,32,Control,Control,11,0
1948,32,Control,Control,11,0
1948,32,Control,Control,11,0
1948,32,Control,Control,12,0
1948,32,Control,Control,12,0
1948,32,Control,Control,13,0
1948,32,Control,Control,13,0
1948,32,Control,Control,14,0
1948,32,Control,Control,14,0
1948,32,Control,Control,15,0
1948,32,Control,Control,15,0
1948,32,Control,Control,15,0
1948,32,Control,Control,16,0
1948,32,Control,Control,16,0
1948,32,Control,Control,17,0
1948,32,Control,Control,17,0
1948,32,Control,Control,18,0
1948,32,Control,Control,19,0
1948,32,Control,Control,20,0
1948,32,Control,Control,22,0
1948,32,Control,Control,22,0
1948,32,Control,Control,23,0
1948,32,Control,Control,23,0
1948,32,Control,Control,23,0
1948,32,Control,Control,25,0
1948,32,Control,Control,26,0
1948,32,Control,Control,27,0
1948,32,Control,Control,27,0
1948,32,Control,Control,28,0
1948,32,Control,Control,30,0
1948,32,Control,Control,31,0
1948,32,Control,Control,32,0
1948,32,Control,Control,33,0
1948,32,Control,Control,35,0
1948,32,Control,Control,41,0
1948,32,Control,Control,56,0
1948,32,Control,Control,60,0
1948,32,Control,Control,151,1
1948,32,Control,Control,151,1
1948,33,Trained,Trained,1,0
1948,33,Trained,Trained,4,0
1948,33,Trained,Trained,8,0
1948,33,Trained,Trained,10,0
1948,33,Trained,Trained,13,0
1948,33,Trained,Trained,13,0
1948,33,Trained,Trained,13,0
1948,33,Trained,Trained,15,0
1948,33,Trained,Trained,18,0
1948,33,Trained,Trained,20,0
1948,33,Trained,Trained,20,0
1948,33,Trained,Trained,21,0
1948,33,Trained,Trained,25,0
1948,33,Trained,Trained,25,0
1948,33,Trained,Trained,25,0
1948,33,Trained,Trained,26,0
1948,33,Trained,Trained,26,0
1948,33,Trained,Trained,27,0
1948,33,Trained,Trained,27,0
1948,33,Trained,Trained,28,0
1948,33,Trained,Trained,29,0
1948,33,Trained,Trained,30,0
1948,33,Trained,Trained,33,0
1948,33,Trained,Trained,37,0
1948,33,Trained,Trained,38,0
1948,33,Trained,Trained,40,0
1948,33,Trained,Trained,41,0
1948,33,Trained,Trained,41,0
1948,33,Trained,Trained,57,0
1948,33,Trained,Trained,63,0
1948,33,Trained,Trained,64,0
1948,33,Control,Control,3,0
1948,33,Control,Control,4,0
1948,33,Control,Control,5,0
1948,33,Control,Control,6,0
1948,33,Control,Control,7,0
1948,33,Control,Control,7,0
1948,33,Control,Control,8,0
1948,33,Control,Control,8,0
1948,33,Control,Control,9,0
1948,33,Control,Control,9,0
1948,33,Control,Control,10,0
1948,33,Control,Control,11,0
1948,33,Control,Control,12,0
1948,33,Control,Control,13,0
1948,33,Control,Control,15,0
1948,33,Control,Control,15,0
1948,33,Control,Control,15,0
1948,33,Control,Control,15,0
1948,33,Control,Control,15,0
1948,33,Control,Control,16,0
1948,33,Control,Control,16,0
1948,33,Control,Control,17,0
1948,33,Control,Control,20,0
1948,33,Control,Control,20,0
1948,33,Control,Control,21,0
1948,33,Control,Control,21,0
1948,33,Control,Control,21,0
1948,33,Control,Control,22,0
1948,33,Control,Control,23,0
1948,33,Control,Control,23,0
1948,33,Control,Control,24,0
1948,33,Control,Control,25,0
1948,33,Control,Control,25,0
1948,33,Control,Control,25,0
1948,33,Control,Control,27,0
1948,33,Control,Control,27,0
1948,33,Control,Control,28,0
1948,33,Control,Control,31,0
1948,33,Control,Control,31,0
1948,33,Control,Control,31,0
1948,33,Control,Control,32,0
1948,33,Control,Control,34,0
1948,33,Control,Control,35,0
1948,33,Control,Control,41,0
1948,33,Control,Control,50,0
1948,33,Control,Control,54,0
1948,33,Control,Control,115,0
1948,33,Control,Control,151,1
1948,33,Control,Control,151,1
1948,34,Trained,Trained,0,0
1948,34,Trained,Trained,1,0
1948,34,Trained,Trained,4,0
1948,34,Trained,Trained,5,0
1948,34,Trained,Trained,6,0
1948,34,Trained,Trained,6,0
1948,34,Trained,Trained,7,0
1948,34,Trained,Trained,9,0
1948,34,Trained,Trained,9,0
1948,34,Trained,Trained,11,0
1948,34,Trained,Trained,11,0
1948,34,Trained,Trained,12,0
1948,34,Trained,Trained,14,0
1948,34,Trained,Trained,15,0
1948,34,Trained,Trained,18,0
1948,34,Trained,Trained,19,0
1948,34,Trained,Trained,20,0
1948,34,Trained,Trained,20,0
1948,34,Trained,Trained,22,0
1948,34,Trained,Trained,23,0
1948,34,Trained,Trained,23,0
1948,34,Trained,Trained,24,0
1948,34,Trained,Trained,24,0
1948,34,Trained,Trained,25,0
1948,34,Trained,Trained,25,0
1948,34,Trained,Trained,27,0
1948,34,Trained,Trained,28,0
1948,34,Trained,Trained,28,0
1948,34,Trained,Trained,30,0
1948,34,Trained,Trained,30,0
1948,34,Trained,Trained,31,0
1948,34,Trained,Trained,31,0
1948,34,Trained,Trained,33,0
1948,34,Trained,Trained,35,0
1948,34,Trained,Trained,35,0
1948,34,Trained,Trained,36,0
1948,34,Trained,Trained,36,0
1948,34,Trained,Trained,36,0
1948,34,Trained,Trained,38,0
1948,34,Trained,Trained,40,0
1948,34,Trained,Trained,43,0
1948,34,Trained,Trained,47,0
1948,34,Trained,Trained,48,0
1948,34,Trained,Trained,51,0
1948,34,Trained,Trained,57,0
1948,34,Trained,Trained,71,0
1948,34,Trained,Trained,79,0
1948,34,Trained,Trained,151,1
1948,34,Trained,Trained,151,1
1948,34,Trained,Trained,151,1
1948,34,Control,Control,5,0
1948,34,Control,Control,7,0
1948,34,Control,Control,12,0
1948,34,Control,Control,15,0
1948,34,Control,Control,16,0
1948,34,Control,Control,17,0
1948,34,Control,Control,17,0
1948,34,Control,Control,20,0
1948,34,Control,Control,20,0
1948,34,Control,Control,21,0
1948,34,Control,Control,21,0
1948,34,Control,Control,22,0
1948,34,Control,Control,23,0
1948,34,Control,Control,24,0
1948,34,Control,Control,24,0
1948,34,Control,Control,25,0
1948,34,Control,Control,25,0
1948,34,Control,Control,25,0
1948,34,Control,Control,26,0
1948,34,Control,Control,26,0
1948,34,Control,Control,29,0
1948,34,Control,Control,29,0
1948,34,Control,Control,30,0
1948,34,Control,Control,32,0
1948,34,Control,Control,32,0
1948,34,Control,Control,33,0
1948,34,Control,Control,33,0
1948,34,Control,Control,35,0
1948,34,Control,Control,35,0
1948,34,Control,Control,36,0
1948,34,Control,Control,38,0
1948,34,Control,Control,39,0
1948,34,Control,Control,41,0
1948,34,Control,Control,42,0
1948,34,Control,Control,46,0
1948,34,Control,Control,47,0
1948,34,Control,Control,47,0
1948,34,Control,Control,55,0
1948,34,Control,Control,56,0
1948,34,Control,Control,66,0
1948,34,Control,Control,92,0
1948,34,Control,Control,116,0
1948,34,Control,Control,122,0
1948,34,Control,Control,123,0
1948,34,Control,Control,124,0
1948,34,Control,Control,137,0
1948,34,Control,Control,151,1
1948,34,Control,Control,151,1
1948,34,Control,Control,151,1
1948,34,Control,Control,151,1
1948,35,Trained,Trained,0,0
1948,35,Trained,Trained,6,0
1948,35,Trained,Trained,8,0
1948,35,Trained,Trained,12,0
1948,35,Trained,Trained,12,0
1948,35,Trained,Trained,17,0
1948,35,Trained,Trained,17,0
1948,35,Trained,Trained,18,0
1948,35,Trained,Trained,19,0
1948,35,Trained,Trained,21,0
1948,35,Trained,Trained,21,0
1948,35,Trained,Trained,23,0
1948,35,Trained,Trained,23,0
1948,35,Trained,Trained,24,0
1948,35,Trained,Trained,26,0
1948,35,Trained,Trained,26,0
1948,35,Trained,Trained,26,0
1948,35,Trained,Trained,26,0
1948,35,Trained,Trained,27,0
1948,35,Trained,Trained,27,0
1948,35,Trained,Trained,29,0
1948,35,Trained,Trained,29,0
1948,35,Trained,Trained,29,0
1948,35,Trained,Trained,29,0
1948,35,Trained,Trained,29,0
1948,35,Trained,Trained,29,0
1948,35,Trained,Trained,30,0
1948,35,Trained,Trained,30,0
1948,35,Trained,Trained,30,0
1948,35,Trained,Trained,31,0
1948,35,Trained,Trained,33,0
1948,35,Trained,Trained,34,0
1948,35,Trained,Trained,35,0
1948,35,Trained,Trained,37,0
1948,35,Trained,Trained,37,0
1948,35,Trained,Trained,37,0
1948,35,Trained,Trained,39,0
1948,35,Trained,Trained,40,0
1948,35,Trained,Trained,40,0
1948,35,Trained,Trained,40,0
1948,35,Trained,Trained,42,0
1948,35,Trained,Trained,44,0
1948,35,Trained,Trained,46,0
1948,35,Trained,Trained,47,0
1948,35,Trained,Trained,56,0
1948,35,Trained,Trained,63,0
1948,35,Trained,Trained,75,0
1948,35,Trained,Trained,103,0
1948,35,Trained,Trained,151,1
1948,35,Control,Control,7,0
1948,35,Control,Control,11,0
1948,35,Control,Control,13,0
1948,35,Control,Control,14,0
1948,35,Control,Control,17,0
1948,35,Control,Control,19,0
1948,35,Control,Control,19,0
1948,35,Control,Control,21,0
1948,35,Control,Control,21,0
1948,35,Control,Control,21,0
1948,35,Control,Control,23,0
1948,35,Control,Control,23,0
1948,35,Control,Control,23,0
1948,35,Control,Control,24,0
1948,35,Control,Control,24,0
1948,35,Control,Control,24,0
1948,35,Control,Control,25,0
1948,35,Control,Control,25,0
1948,35,Control,Control,25,0
1948,35,Control,Control,25,0
1948,35,Control,Control,25,0
1948,35,Control,Control,26,0
1948,35,Control,Control,27,0
1948,35,Control,Control,27,0
1948,35,Control,Control,27,0
1948,35,Control,Control,28,0
1948,35,Control,Control,28,0
1948,35,Control,Control,28,0
1948,35,Control,Control,30,0
1948,35,Control,Control,30,0
1948,35,Control,Control,31,0
1948,35,Control,Control,31,0
1948,35,Control,Control,33,0
1948,35,Control,Control,33,0
1948,35,Control,Control,34,0
1948,35,Control,Control,36,0
1948,35,Control,Control,39,0
1948,35,Control,Control,40,0
1948,35,Control,Control,43,0
1948,35,Control,Control,45,0
1948,35,Control,Control,46,0
1948,35,Control,Control,47,0
1948,35,Control,Control,58,0
1948,35,Control,Control,62,0
1948,35,Control,Control,84,0
1948,35,Control,Control,116,0
1948,35,Control,Control,151,1
1948,35,Control,Control,151,1
1948,35,Control,Control,151,1
1948,35,Control,Control,151,1
1948,36,Trained,Trained,8,0
1948,36,Trained,Trained,8,0
1948,36,Trained,Trained,11,0
1948,36,Trained,Trained,14,0
1948,36,Trained,Trained,15,0
1948,36,Trained,Trained,16,0
1948,36,Trained,Trained,17,0
1948,36,Trained,Trained,17,0
1948,36,Trained,Trained,19,0
1948,36,Trained,Trained,20,0
1948,36,Trained,Trained,20,0
1948,36,Trained,Trained,21,0
1948,36,Trained,Trained,21,0
1948,36,Trained,Trained,22,0
1948,36,Trained,Trained,22,0
1948,36,Trained,Trained,24,0
1948,36,Trained,Trained,24,0
1948,36,Trained,Trained,26,0
1948,36,Trained,Trained,26,0
1948,36,Trained,Trained,26,0
1948,36,Trained,Trained,27,0
1948,36,Trained,Trained,28,0
1948,36,Trained,Trained,28,0
1948,36,Trained,Trained,28,0
1948,36,Trained,Trained,29,0
1948,36,Trained,Trained,30,0
1948,36,Trained,Trained,30,0
1948,36,Trained,Trained,30,0
1948,36,Trained,Trained,31,0
1948,36,Trained,Trained,32,0
1948,36,Trained,Trained,32,0
1948,36,Trained,Trained,35,0
1948,36,Trained,Trained,35,0
1948,36,Trained,Trained,35,0
1948,36,Trained,Trained,37,0
1948,36,Trained,Trained,37,0
1948,36,Trained,Trained,37,0
1948,36,Trained,Trained,37,0
1948,36,Trained,Trained,39,0
1948,36,Trained,Trained,39,0
1948,36,Trained,Trained,39,0
1948,36,Trained,Trained,40,0
1948,36,Trained,Trained,42,0
1948,36,Trained,Trained,42,0
1948,36,Trained,Trained,43,0
1948,36,Trained,Trained,67,0
1948,36,Trained,Trained,147,0
1948,36,Trained,Trained,151,1
1948,36,Trained,Trained,151,1
1948,36,Trained,Trained,151,1
1948,36,Control,Control,3,0
1948,36,Control,Control,4,0
1948,36,Control,Control,5,0
1948,36,Control,Control,6,0
1948,36,Control,Control,7,0
1948,36,Control,Control,8,0
1948,36,Control,Control,8,0
1948,36,Control,Control,9,0
1948,36,Control,Control,11,0
1948,36,Control,Control,12,0
1948,36,Control,Control,12,0
1948,36,Control,Control,13,0
1948,36,Control,Control,14,0
1948,36,Control,Control,14,0
1948,36,Control,Control,16,0
1948,36,Control,Control,17,0
1948,36,Control,Control,17,0
1948,36,Control,Control,17,0
1948,36,Control,Control,17,0
1948,36,Control,Control,18,0
1948,36,Control,Control,19,0
1948,36,Control,Control,19,0
1948,36,Control,Control,19,0
1948,36,Control,Control,20,0
1948,36,Control,Control,20,0
1948,36,Control,Control,21,0
1948,36,Control,Control,21,0
1948,36,Control,Control,21,0
1948,36,Control,Control,21,0
1948,36,Control,Control,22,0
1948,36,Control,Control,23,0
1948,36,Control,Control,24,0
1948,36,Control,Control,24,0
1948,36,Control,Control,25,0
1948,36,Control,Control,29,0
1948,36,Control,Control,30,0
1948,36,Control,Control,33,0
1948,36,Control,Control,37,0
1948,36,Control,Control,37,0
1948,36,Control,Control,41,0
1948,36,Control,Control,53,0
1948,36,Control,Control,57,0
1948,36,Control,Control,61,0
1948,36,Control,Control,61,0
1948,36,Control,Control,63,0
1948,36,Control,Control,73,0
1948,36,Control,Control,149,0
1948,36,Control,Control,151,1
1948,36,Control,Control,151,1
1948,36,Control,Control,151,1
1954,37,Trained,Trained,5,0
1954,37,Trained,Trained,5,0
1954,37,Trained,Trained,8,0
1954,37,Trained,Trained,9,0
1954,37,Trained,Trained,15,0
1954,37,Trained,Trained,16,0
1954,37,Trained,Trained,17,0
1954,37,Trained,Trained,18,0
1954,37,Trained,Trained,19,0
1954,37,Trained,Trained,19,0
1954,37,Trained,Trained,21,0
1954,37,Trained,Trained,21,0
1954,37,Trained,Trained,23,0
1954,37,Trained,Trained,23,0
1954,37,Trained,Trained,25,0
1954,37,Trained,Trained,25,0
1954,37,Trained,Trained,27,0
1954,37,Trained,Trained,27,0
1954,37,Trained,Trained,27,0
1954,37,Trained,Trained,27,0
1954,37,Trained,Trained,28,0
1954,37,Trained,Trained,29,0
1954,37,Trained,Trained,29,0
1954,37,Trained,Trained,29,0
1954,37,Trained,Trained,29,0
1954,37,Trained,Trained,29,0
1954,37,Trained,Trained,30,0
1954,37,Trained,Trained,30,0
1954,37,Trained,Trained,30,0
1954,37,Trained,Trained,30,0
1954,37,Trained,Trained,31,0
1954,37,Trained,Trained,33,0
1954,37,Trained,Trained,34,0
1954,37,Trained,Trained,34,0
1954,37,Trained,Trained,34,0
1954,37,Trained,Trained,35,0
1954,37,Trained,Trained,37,0
1954,37,Trained,Trained,38,0
1954,37,Trained,Trained,38,0
1954,37,Trained,Trained,40,0
1954,37,Trained,Trained,40,0
1954,37,Trained,Trained,40,0
1954,37,Trained,Trained,43,0
1954,37,Trained,Trained,47,0
1954,37,Trained,Trained,52,0
1954,37,Trained,Trained,54,0
1954,37,Trained,Trained,58,0
1954,37,Trained,Trained,91,0
1954,37,Trained,Trained,99,0
1954,37,Trained,Trained,151,1
1954,37,Control,Control,2,0
1954,37,Control,Control,6,0
1954,37,Control,Control,10,0
1954,37,Control,Control,11,0
1954,37,Control,Control,12,0
1954,37,Control,Control,13,0
1954,37,Control,Control,14,0
1954,37,Control,Control,14,0
1954,37,Control,Control,17,0
1954,37,Control,Control,17,0
1954,37,Control,Control,18,0
1954,37,Control,Control,18,0
1954,37,Control,Control,19,0
1954,37,Control,Control,19,0
1954,37,Control,Control,19,0
1954,37,Control,Control,21,0
1954,37,Control,Control,22,0
1954,37,Control,Control,23,0
1954,37,Control,Control,23,0
1954,37,Control,Control,24,0
1954,37,Control,Control,25,0
1954,37,Control,Control,25,0
1954,37,Control,Control,25,0
1954,37,Control,Control,27,0
1954,37,Control,Control,27,0
1954,37,Control,Control,28,0
1954,37,Control,Control,28,0
1954,37,Control,Control,29,0
1954,37,Control,Control,33,0
1954,37,Control,Control,34,0
1954,37,Control,Control,36,0
1954,37,Control,Control,38,0
1954,37,Control,Control,38,0
1954,37,Control,Control,40,0
1954,37,Control,Control,41,0
1954,37,Control,Control,44,0
1954,37,Control,Control,44,0
1954,37,Control,Control,51,0
1954,37,Control,Control,53,0
1954,37,Control,Control,56,0
1954,37,Control,Control,59,0
1954,37,Control,Control,65,0
1954,37,Control,Control,67,0
1954,37,Control,Control,84,0
1954,37,Control,Control,151,1
1954,37,Control,Control,151,1
1954,37,Control,Control,151,1
1954,37,Control,Control,151,1
1954,37,Control,Control,151,1
1954,37,Control,Control,151,1
1954,38,Trained,Trained,9,0
1954,38,Trained,Trained,10,0
1954,38,Trained,Trained,11,0
1954,38,Trained,Trained,11,0
1954,38,Trained,Trained,12,0
1954,38,Trained,Trained,14,0
1954,38,Trained,Trained,14,0
1954,38,Trained,Trained,15,0
1954,38,Trained,Trained,16,0
1954,38,Trained,Trained,18,0
1954,38,Trained,Trained,19,0
1954,38,Trained,Trained,19,0
1954,38,Trained,Trained,19,0
1954,38,Trained,Trained,20,0
1954,38,Trained,Trained,20,0
1954,38,Trained,Trained,21,0
1954,38,Trained,Trained,22,0
1954,38,Trained,Trained,23,0
1954,38,Trained,Trained,23,0
1954,38,Trained,Trained,24,0
1954,38,Trained,Trained,25,0
1954,38,Trained,Trained,25,0
1954,38,Trained,Trained,26,0
1954,38,Trained,Trained,26,0
1954,38,Trained,Trained,27,0
1954,38,Trained,Trained,28,0
1954,38,Trained,Trained,29,0
1954,38,Trained,Trained,30,0
1954,38,Trained,Trained,30,0
1954,38,Trained,Trained,31,0
1954,38,Trained,Trained,31,0
1954,38,Trained,Trained,33,0
1954,38,Trained,Trained,32,0
1954,38,Trained,Trained,32,0
1954,38,Trained,Trained,32,0
1954,38,Trained,Trained,33,0
1954,38,Trained,Trained,34,0
1954,38,Trained,Trained,36,0
1954,38,Trained,Trained,36,0
1954,38,Trained,Trained,38,0
1954,38,Trained,Trained,39,0
1954,38,Trained,Trained,41,0
1954,38,Trained,Trained,42,0
1954,38,Trained,Trained,45,0
1954,38,Trained,Trained,47,0
1954,38,Trained,Trained,49,0
1954,38,Trained,Trained,50,0
1954,38,Trained,Trained,53,0
1954,38,Trained,Trained,56,0
1954,38,Trained,Trained,124,0
1954,38,Control,Control,4,0
1954,38,Control,Control,5,0
1954,38,Control,Control,7,0
1954,38,Control,Control,8,0
1954,38,Control,Control,8,0
1954,38,Control,Control,9,0
1954,38,Control,Control,10,0
1954,38,Control,Control,12,0
1954,38,Control,Control,12,0
1954,38,Control,Control,16,0
1954,38,Control,Control,18,0
1954,38,Control,Control,20,0
